Entity,Code,Year,Solar (TWh growth – sub method),Coal (TWh growth – sub method),Gas (TWh growth – sub method),Other renewables (TWh growth – sub method),Nuclear (TWh growth – sub method),Hydro (TWh growth – sub method),Wind (TWh growth – sub method),Oil (TWh growth – sub method)
Switzerland,CHE,1998,0.003,-0.217,0.705,0.086,1.161,-1.586,0.003,1.919
Switzerland,CHE,1999,0.006,0.042,3.738,0.167,-2.471,18.147,0,-4.671
Switzerland,CHE,2000,0.003,0.503,-0.158,0.233,4.17,-8.808,0,-4.588
Switzerland,CHE,2001,0.005,0.072,1.156,0.104,0.526,11.714,0.003,10.41
Switzerland,CHE,2002,0.005,-0.131,-0.544,0.075,0.678,-17.602,0.003,-8.276
Switzerland,CHE,2003,0.008,0.042,1.647,0.041,0.21,-1.721,0,-4.032
Switzerland,CHE,2004,0,-0.081,0.967,0.092,-1.896,-3.352,0.003,-0.711
Switzerland,CHE,2005,0.008,0.172,0.839,0.107,-10.12,-7.362,0.005,2.626
Switzerland,CHE,2006,0.008,0.133,-0.894,0.301,11.493,-1.245,0.019,3.692
Switzerland,CHE,2007,0.013,0.217,-0.828,0.098,-0.182,10.882,0.002,-14.888
Switzerland,CHE,2008,0.021,-0.206,2.006,0.113,-1.047,1.493,0.008,9.034
Switzerland,CHE,2009,0.044,-0.103,-1.311,-0.02,-0.484,-1.406,0.01,2.308
Switzerland,CHE,2010,0.103,0.006,3.667,0.092,-2.951,0.304,0.036,-10.677
Switzerland,CHE,2011,0.19,-0.131,-3.956,0.273,0.547,-10.086,0.085,-4.142
Switzerland,CHE,2012,0.335,-0.158,2.986,0.344,-3.717,15.489,0.045,2.506
Switzerland,CHE,2013,0.51,0.111,1.808,0.181,1.02,-0.956,0.004,6.359
Switzerland,CHE,2014,0.863,0.036,-4.794,0.138,3.614,-1.67,0.027,-14.751
Switzerland,CHE,2015,0.688,-0.136,2.125,-0.202,-11.804,-0.015,0.021,1.592
Switzerland,CHE,2016,0.521,-0.117,1.678,0.288,-5.272,-9.711,-0.004,-7.112
Switzerland,CHE,2017,0.855,-0.05,0.147,0.257,-2.252,-1.844,0.058,3.012
Switzerland,CHE,2018,0.624,-0.089,-1.8,-0.094,9.365,0.779,-0.029,-4.528
Switzerland,CHE,2019,0.765,0,0.801,-0.139,-3.651,-0.084,-0.001,2.713
Taiwan,TWN,1966,0,-0.186,0.282,0,0,0.208,0,4.701
Taiwan,TWN,1967,0,0.512,0.756,0,0,-0.075,0,5.704
Taiwan,TWN,1968,0,0.279,1.37,0,0,3.417,0,6.954
Taiwan,TWN,1969,0,-2.896,1.209,0,0,-2.256,0,8.503
Taiwan,TWN,1970,0,-0.744,-0.304,0,0,-0.519,0,10.357
Taiwan,TWN,1971,0,-3.547,5.677,0,0,0.628,0,24.745
Taiwan,TWN,1972,0,-1.337,1.854,0,0,1.514,0,7.121
Taiwan,TWN,1973,0,-2.814,2.026,0,0,-0.658,0,25.854
Taiwan,TWN,1974,0,0.43,0.799,0,0,3.628,0,-12.242
Taiwan,TWN,1975,0,-2.152,-0.114,0,0,1.544,0,17.059
Taiwan,TWN,1976,0,1.314,3.885,0,0,-2.719,0,36.46
Taiwan,TWN,1977,0,3.419,1.094,0,0.275,-0.719,0,17.091
Taiwan,TWN,1978,0,2.791,-0.312,0,7.142,2.619,0,30.599
Taiwan,TWN,1979,0,7.815,-0.712,0,10.164,-1.108,0,0.998
Taiwan,TWN,1980,0,6.885,0.682,0,5.194,-4.558,0,8.178
Taiwan,TWN,1981,0,-3.431,-3.031,0,6.858,5.181,0,-26.058
Taiwan,TWN,1982,0,6.079,-4.109,0.023,6.712,-0.027,0,-7.371
Taiwan,TWN,1983,0,16.491,0.496,-0.01,16.165,0.574,0,4.363
Taiwan,TWN,1984,0,10.19,0.087,-0.003,15.792,-1.673,0,-4.68
Taiwan,TWN,1985,0,4.379,-1.443,-0.002,11.494,4.488,0,40.261
Taiwan,TWN,1986,0,17.001,-1.11,0.004,-4.961,0.358,0,23.72
Taiwan,TWN,1987,0,7.8,0.13,-0.005,17.188,-1.725,0,9.847
Taiwan,TWN,1988,0,16.362,1.62,0.001,-6.881,-2.32,0,37.723
Taiwan,TWN,1989,0,5.545,0.097,0.873,-6.598,0.527,0,32.404
Taiwan,TWN,1990,0,-1.697,8.007,0.08,12.749,4.216,0,11.38
Taiwan,TWN,1991,0,11.539,9.608,0.134,6.734,-7.021,0,12.339
Taiwan,TWN,1992,0,20.94,-0.257,0.074,-4.015,7.507,0,9.83
Taiwan,TWN,1993,0,17.927,1.424,-0.16,1.416,-6.798,0,25.665
Taiwan,TWN,1994,0,7.309,6.867,0.061,1.434,2.646,0,22.452
Taiwan,TWN,1995,0,5.819,4.572,0.365,1.236,-0.617,0,32.446
Taiwan,TWN,1996,0,24.423,0.886,0.218,6.867,-0.268,0,1.862
Taiwan,TWN,1997,0,30.603,7.682,-0.208,-4.217,1.396,0,17.347
Taiwan,TWN,1998,0,20.682,9.619,0.269,1.542,2.657,0,14.735
Taiwan,TWN,1999,0,57.326,1.09,0.377,4.42,-3.197,0,36.091
Taiwan,TWN,2000,0,0,4.939,0.847,0.242,-1.364,0.004,15.873
Taiwan,TWN,2001,0,16.265,5.22,0.828,-9.019,1.381,0.03,17.957
Taiwan,TWN,2002,0,28.862,8.634,0.965,10.518,-6.428,0.01,1.823
Taiwan,TWN,2003,0,29.239,2.62,0.142,-2.497,0.648,0.021,22.349
Taiwan,TWN,2004,0,11.626,18.217,0.127,0.945,0.422,0.004,26.017
Taiwan,TWN,2005,0.001,13.938,0.837,-0.029,0.62,2.033,0.177,-4.688
Taiwan,TWN,2006,0.001,19.708,7.498,-0.029,-0.948,0.206,0.492,-1.095
Taiwan,TWN,2007,0.002,17.483,6.751,0.057,1.11,0.806,0.43,26.185
Taiwan,TWN,2008,0.006,-19.917,10.211,-0.206,0.091,-0.37,0.385,-60.625
Taiwan,TWN,2009,0.012,-18.329,-2.992,-0.211,1.287,-1.531,0.511,1.844
Taiwan,TWN,2010,0.043,24.68,30.13,0.197,-0.519,1.102,0.612,11.99
Taiwan,TWN,2011,0.115,20.618,15.602,-0.026,0.602,-0.57,1.192,-51.679
Taiwan,TWN,2012,0.264,-6.68,8.453,-0.028,-5.027,4.238,-0.227,-0.156
Taiwan,TWN,2013,0.419,12.518,0.527,-0.011,2.49,-0.72,0.558,11.498
Taiwan,TWN,2014,0.539,4.69,9.303,0.152,1.269,-2.895,-0.38,17.819
Taiwan,TWN,2015,0.811,-18.513,13.122,0.038,-15.613,0.32,0.04,5.099
Taiwan,TWN,2016,0.632,6.843,7.85,-0.116,-12.641,5.194,-0.194,14.598
Taiwan,TWN,2017,1.382,9.755,22.797,-0.142,-23.508,-2.885,0.642,-3.054
Taiwan,TWN,2018,2.58,-0.805,4.171,0.218,12.687,-2.511,-0.116,1.579
Taiwan,TWN,2019,3.453,-18.838,-4.023,0.047,11.239,2.623,0.444,-28.319
Thailand,THA,1966,0,0.233,0,0,0,0.619,0,4.995
Thailand,THA,1967,0,0.593,0,0,0,0.844,0,3.593
Thailand,THA,1968,0,0.14,0,0,0,0.103,0,11.544
Thailand,THA,1969,0,0.093,0,0,0,-0.997,0,3.971
Thailand,THA,1970,0,0.105,0,0,0,2.058,0,8.503
Thailand,THA,1971,0,-0.358,0,0,0,0.725,0,6.829
Thailand,THA,1972,0,-0.284,0,0,0,-0.889,0,17.14
Thailand,THA,1973,0,0.074,0,0,0,0.422,0,4.938
Thailand,THA,1974,0,0.559,0,0,0,1.606,0,1.61
Thailand,THA,1975,0,-0.074,0,0,0,2.614,0,7.644
Thailand,THA,1976,0,0.256,0,0,0,0.661,0,5.207
Thailand,THA,1977,0,-0.071,0,0,0,-1.033,0,12.809
Thailand,THA,1978,0,0.515,0,0,0,-3.208,0,14.078
Thailand,THA,1979,0,2.539,0,0,0,3.203,0,1.712
Thailand,THA,1980,0,0.394,0,0,0,-5.528,0,5.41
Thailand,THA,1981,0,0.588,2.756,0,0,4.725,0,-6.276
Thailand,THA,1982,0,1.768,11.293,0,0,2.394,0,-11.94
Thailand,THA,1983,0,-0.302,2.489,0,0,-0.489,0,14.346
Thailand,THA,1984,0,1.889,8.153,0,0,1.169,0,5.643
Thailand,THA,1985,0,9.257,7.769,0,0,-1.083,0,-7.105
Thailand,THA,1986,0,-0.348,2.413,0,0,5.113,0,5.629
Thailand,THA,1987,0,8.027,13.478,0.014,0,-4.099,0,12.985
Thailand,THA,1988,0,0.792,8.714,0.07,0,-0.939,0,19.861
Thailand,THA,1989,0,5.865,-1.119,-0.024,0,4.983,0,29.934
Thailand,THA,1990,0,12.58,4.707,0.01,0,-1.7,0,40.246
Thailand,THA,1991,0,7.763,14.441,0.013,0,-1.097,0,16.509
Thailand,THA,1992,0,3.732,6.32,-0.024,0,-0.962,0,32.266
Thailand,THA,1993,0,6.473,10.796,0.024,0,-1.518,0,45.22
Thailand,THA,1994,0,9.897,9.841,0.059,0,2.198,0,38.654
Thailand,THA,1995,0,10.307,3.637,0.256,0,6.082,0,33.802
Thailand,THA,1996,0,18.1,17.452,0.179,0,1.728,0,42.928
Thailand,THA,1997,0,3.181,31.327,0.184,0,-0.369,0,3.252
Thailand,THA,1998,0,-20.719,10.483,0.1,0,-5.537,0,-38.353
Thailand,THA,1999,0,5.312,18.292,0.383,0,-4.664,0,27.464
Thailand,THA,2000,0,2.299,28.712,0.221,0,6.894,0,-21.596
Thailand,THA,2001,0,10.382,33.652,0.25,0,0.674,0,-4.76
Thailand,THA,2002,0,6.864,21.287,0.349,0,3.16,0,46.145
Thailand,THA,2003,0,2.33,17.329,1.292,0,-0.563,0,50.996
Thailand,THA,2004,0,13.401,13.329,1.631,0,-3.675,0,40.404
Thailand,THA,2005,0,10.089,23.042,0.007,0,-0.707,0,1.522
Thailand,THA,2006,0.098,9.056,9.52,0.325,0,5.995,0,-9.415
Thailand,THA,2007,0.005,17.81,21.608,1.109,0,-0.103,0.001,5.949
Thailand,THA,2008,0,12.681,17.697,-0.778,0,-2.799,0,-17.938
Thailand,THA,2009,0.014,0.586,11.827,0.261,0,-0.074,0.001,23.912
Thailand,THA,2010,0.036,4.59,50.811,2.867,0,-4.333,0.008,18.234
Thailand,THA,2011,0.093,3.034,11.125,1.536,0,6.622,0.003,24.566
Thailand,THA,2012,1.039,9.043,43.154,1.785,0,1.154,0.031,28.44
Thailand,THA,2013,1.935,-3.026,2.308,2.308,0,-7.861,0.855,22.244
Thailand,THA,2014,1.701,19.335,10.804,2.69,0,-0.715,0.108,0.746
Thailand,THA,2015,1.095,-3.797,10.162,1.465,0,-3.627,-0.178,37.066
Thailand,THA,2016,2.477,3.957,-3.967,3.611,0,-0.604,0.038,25.806
Thailand,THA,2017,2.865,0.826,-4.805,1.062,0,2.808,1.905,18.498
Thailand,THA,2018,1.042,13.813,-0.642,3.77,0,7.164,2.069,12.214
Thailand,THA,2019,0.017,-24.339,8.13,6.99,0,-3.257,1.749,10.632
Trinidad and Tobago,TTO,1966,0,0,1.996,0,0,0,0,0.156
Trinidad and Tobago,TTO,1967,0,0,1.392,0,0,0,0,0.968
Trinidad and Tobago,TTO,1968,0,0,0.73,0,0,0,0,0.447
Trinidad and Tobago,TTO,1969,0,0,0.079,0,0,0,0,1.15
Trinidad and Tobago,TTO,1970,0,0,3.496,0,0,0,0,0.643
Trinidad and Tobago,TTO,1971,0,0,-0.485,0.097,0,0,0,0.853
Trinidad and Tobago,TTO,1972,0,0,0.626,0,0,0,0,16.458
Trinidad and Tobago,TTO,1973,0,0,-0.763,-0.017,0,0,0,0.275
Trinidad and Tobago,TTO,1974,0,0,-1.598,-0.011,0,0,0,-0.661
Trinidad and Tobago,TTO,1975,0,0,-1.54,-0.006,0,0,0,-10.004
Trinidad and Tobago,TTO,1976,0,0,1.929,-0.011,0,0,0,4.043
Trinidad and Tobago,TTO,1977,0,0,3.033,0.011,0,0,0,-0.869
Trinidad and Tobago,TTO,1978,0,0,3.939,0.017,0,0,0,-3.573
Trinidad and Tobago,TTO,1979,0,0,0.816,0,0,0,0,-7.388
Trinidad and Tobago,TTO,1980,0,0,3.256,-0.008,0,0,0,-5.16
Trinidad and Tobago,TTO,1981,0,0,2.877,-0.019,0,0,0,-0.174
Trinidad and Tobago,TTO,1982,0,0,6.722,-0.003,0,0,0,2.114
Trinidad and Tobago,TTO,1983,0,0,1.366,-0.006,0,0,0,-2.806
Trinidad and Tobago,TTO,1984,0,0,1.879,-0.008,0,0,0,-2.7
Trinidad and Tobago,TTO,1985,0,0,0.976,0.011,0,0,0,0.927
Trinidad and Tobago,TTO,1986,0,0,0.983,0.025,0,0,0,1.338
Trinidad and Tobago,TTO,1987,0,0,2.559,0.014,0,0,0,-6.013
Trinidad and Tobago,TTO,1988,0,0,6.901,-0.011,0,0,0,-1.148
Trinidad and Tobago,TTO,1989,0,0,0.101,-0.003,0,0,0,-1.13
Trinidad and Tobago,TTO,1990,0,0,1.939,0.014,0,0,0,4.924
Trinidad and Tobago,TTO,1991,0,0,0.718,-0.017,0,0,0,-0.91
Trinidad and Tobago,TTO,1992,0,0,-1.864,0.014,0,0,0,5.905
Trinidad and Tobago,TTO,1993,0,0,6.545,-0.006,0,0,0,-2.568
Trinidad and Tobago,TTO,1994,0,0,8.724,0.011,0,0,0,-4.111
Trinidad and Tobago,TTO,1995,0,0,5.056,0.003,0,0,0,1.869
Trinidad and Tobago,TTO,1996,0,0,9.531,-0.044,0,0,0,2.35
Trinidad and Tobago,TTO,1997,0,0,7.099,0.003,0,0,0,-7.129
Trinidad and Tobago,TTO,1998,0,0,0,0,0,0,0,1.516
Trinidad and Tobago,TTO,1999,0,0,2.334,0,0,0,0,9.064
Trinidad and Tobago,TTO,2000,0,0,5.353,0.006,0,0,0,-0.213
Trinidad and Tobago,TTO,2001,0.001,0,10.814,0.024,0,0,0,-1.458
Trinidad and Tobago,TTO,2002,0.001,0,8.363,-0.009,0,0,0,2.564
Trinidad and Tobago,TTO,2003,0.001,0,17.894,-0.039,0,0,0,-0.999
Trinidad and Tobago,TTO,2004,0.002,0,13.504,0.03,0,0,0,2.017
Trinidad and Tobago,TTO,2005,0,0,15.048,-0.003,0,0,0,-2.655
Trinidad and Tobago,TTO,2006,0.001,0,29.008,0.01,0,0,0,1.877
Trinidad and Tobago,TTO,2007,0,0,3.689,-0.019,0,0,0,3.031
Trinidad and Tobago,TTO,2008,0.001,0,-4.869,0.002,0,0,0,1.607
Trinidad and Tobago,TTO,2009,0.001,0,-0.696,-0.003,0,0,0,-1.111
Trinidad and Tobago,TTO,2010,0.001,0,16.516,-0.05,0,0,0,0.944
Trinidad and Tobago,TTO,2011,0,0,-2.588,0,0,0,0,-1.609
Trinidad and Tobago,TTO,2012,0,0,-2.453,0,0,0,0,-1.12
Trinidad and Tobago,TTO,2013,0,0,1.196,0,0,0,0,2.999
Trinidad and Tobago,TTO,2014,0.001,0,1.545,0,0,0,0,-2.729
Trinidad and Tobago,TTO,2015,0.002,0,-9.053,0,0,0,0,2.242
Trinidad and Tobago,TTO,2016,0,0,-26.603,0,0,0,0,1.533
Trinidad and Tobago,TTO,2017,0,0,14.049,0,0,0,0,-1.996
Trinidad and Tobago,TTO,2018,-0.001,0,-9.746,0,0,0,0,-1.358
Trinidad and Tobago,TTO,2019,0,0,1.671,0,0,0,0,-1.595
Turkey,TUR,1966,0,4.815,0,0.061,0,0.442,0,8.127
Turkey,TUR,1967,0,-5.396,0,0.142,0,0.121,0,8.732
Turkey,TUR,1968,0,3.663,0,0.017,0,2.203,0,11.856
Turkey,TUR,1969,0,2.849,0,-0.003,0,0.75,0,7.955
Turkey,TUR,1970,0,5.234,0,-0.033,0,-1.145,0,4.679
Turkey,TUR,1971,0,1.512,0,-0.011,0,-1.174,0,15.451
Turkey,TUR,1972,0,4.047,0,0.036,0,1.65,0,13.197
Turkey,TUR,1973,0,1.314,0,0.061,0,-1.669,0,24.569
Turkey,TUR,1974,0,5.501,0,0.028,0,2.09,0,-3.684
Turkey,TUR,1975,0,2.547,0,0.036,0,7.077,0,13.887
Turkey,TUR,1976,0,3.373,0,-0.164,0,6.864,0,19.017
Turkey,TUR,1977,0,2.186,0,0.158,0,0.549,0,21.936
Turkey,TUR,1978,0,1.082,0,-0.225,0,2.118,0,13.362
Turkey,TUR,1979,0,1.872,0,0.022,0,2.65,0,-21.981
Turkey,TUR,1980,0,4.524,0,-0.025,0,2.943,0,3.608
Turkey,TUR,1981,0,1.698,0,-0.072,0,3.522,0,-2.672
Turkey,TUR,1982,0,10.269,0.34,-0.306,0,4.307,0,12.649
Turkey,TUR,1983,0,9.409,0.034,0,0,-7.844,0,9.94
Turkey,TUR,1984,0,12.758,-0.01,0.061,0,5.788,0,-0.981
Turkey,TUR,1985,0,22.841,0.105,-0.045,0,-3.837,0,9.572
Turkey,TUR,1986,0,13.944,3.533,0.104,0,-0.479,0,17.536
Turkey,TUR,1987,0,8.513,0.996,0.04,0,18.737,0,29.396
Turkey,TUR,1988,0,-5.35,6.358,0.029,0,28.699,0,16.202
Turkey,TUR,1989,0,19.783,18.834,-0.016,0,-30.583,0,-15.816
Turkey,TUR,1990,0,10.851,2.107,0.049,0,14.467,0,15.979
Turkey,TUR,1991,0,12.735,7.267,0.11,0,-1.29,0,-7.033
Turkey,TUR,1992,0,-0.721,3.725,-0.008,0,10.791,0,15.094
Turkey,TUR,1993,0,-14.828,4.127,0.048,0,20.508,0,41.193
Turkey,TUR,1994,0,0.547,2.863,-0.011,0,-9.347,0,-14.173
Turkey,TUR,1995,0,8.083,14.765,0.495,0,13.764,0,37.562
Turkey,TUR,1996,0,24.016,10.657,-0.137,0,13.706,0,15.424
Turkey,TUR,1997,0,25.342,17.379,0.327,0,-1.831,0,-5.47
Turkey,TUR,1998,0,9.071,5.266,-0.141,0,6.703,0.015,-0.643
Turkey,TUR,1999,0,-17.771,20.213,-0.311,0,-20.976,0.042,-1.657
Turkey,TUR,2000,0,28.226,20.912,0.077,0,-10.553,0.036,17.036
Turkey,TUR,2001,0,-46.613,13.989,0.084,0,-19.513,0.079,-25.833
Turkey,TUR,2002,0,9.537,12.936,-0.112,0,26.098,-0.041,23.924
Turkey,TUR,2003,0,17.945,34.087,-0.187,0,3.891,0.036,-5.348
Turkey,TUR,2004,0,14.77,11.203,0.001,0,28.499,-0.011,8.191
Turkey,TUR,2005,0,0.826,45.548,-0.113,0,-18.336,0.003,-4.753
Turkey,TUR,2006,0,46.648,34.738,0.05,0,11.85,0.19,14.59
Turkey,TUR,2007,0,38.333,46.937,0.282,0,-23.034,0.584,6.928
Turkey,TUR,2008,0,1.535,14.075,0.127,0,-7.405,1.302,-5.314
Turkey,TUR,2009,0,15.142,-15.76,0.999,0,6.511,1.688,6.834
Turkey,TUR,2010,0.006,6.28,20.988,0.807,0,40.714,3.681,-9.848
Turkey,TUR,2011,0.001,28.387,60.188,0.077,0,0.584,4.638,-8.187
Turkey,TUR,2012,0.004,30.426,14.793,1.153,0,13.413,2.854,18.902
Turkey,TUR,2013,0.006,-57.345,6.473,1.899,0,3.085,4.253,27.172
Turkey,TUR,2014,0.027,53.054,26.8,3.031,0,-48.694,2.334,12
Turkey,TUR,2015,0.447,-16.119,-6.875,3.032,0,66.426,7.795,82.225
Turkey,TUR,2016,2.132,43.234,-14.544,4.426,0,-0.791,9.544,35.877
Turkey,TUR,2017,4.6,11.652,70.635,4.4,0,-23.526,5.737,26.954
Turkey,TUR,2018,12.162,16.308,-43.356,4.425,0,3.424,4.822,-21.368
Turkey,TUR,2019,7.654,-3.981,-40.124,6.42,0,71.808,4.162,9.768
Turkmenistan,TKM,1986,0,0,50.671,0,0,0,0,-15.668
Turkmenistan,TKM,1987,0,0,-0.88,0,0,0,0,-0.044
Turkmenistan,TKM,1988,0,-0.535,1.765,0,0,0,0,-0.03
Turkmenistan,TKM,1989,0,0.535,4.415,0,0,0,0,-0.043
Turkmenistan,TKM,1990,0,0.535,-44.936,0,0,0,0,13.002
Turkmenistan,TKM,1991,0,-0.535,-1.855,0,0,0,0,6.489
Turkmenistan,TKM,1992,0,-2.14,-2.64,0,0,0.003,0,-2.243
Turkmenistan,TKM,1993,0,-1.605,0,0,0,0.002,0,-25.076
Turkmenistan,TKM,1994,0,0.058,7.94,0,0,-0.003,0,0.165
Turkmenistan,TKM,1995,0,0,-20.31,0,0,0,0,-2.764
Turkmenistan,TKM,1996,0,0.477,43.429,0,0,0.003,0,5.121
Turkmenistan,TKM,1997,0,-0.535,-35.324,0,0,0,0,-0.782
Turkmenistan,TKM,1998,0,0,19.25,0,0,0.003,0,10.113
Turkmenistan,TKM,1999,0,0,-10.973,0,0,-0.003,0,4.197
Turkmenistan,TKM,2000,0,0,-20.694,0,0,-0.005,0,-1.837
Turkmenistan,TKM,2001,0,0,33.591,0,0,0,0,-2.175
Turkmenistan,TKM,2002,0,0,-30.223,0,0,0,0,6.551
Turkmenistan,TKM,2003,0,0,41.195,0,0,0,0,7.359
Turkmenistan,TKM,2004,0,0,-1.636,0,0,0,0,-0.076
Turkmenistan,TKM,2005,0,0,1.925,0,0,0,0,0.269
Turkmenistan,TKM,2006,0,0,3.465,0,0,0,0,-1.603
Turkmenistan,TKM,2007,0,0,-8.278,0,0,0,0,2.987
Turkmenistan,TKM,2008,0,0,-32.725,0,0,0,0,1.608
Turkmenistan,TKM,2009,0,0,92.208,0,0,0,0,-2.662
Turkmenistan,TKM,2010,0,0,11.586,0,0,0,0,6.378
Turkmenistan,TKM,2011,0.001,0,24.634,0,0,0,0,2.798
Turkmenistan,TKM,2012,0.001,0,22.032,0,0,0,0,2.934
Turkmenistan,TKM,2013,0.002,0,-36.072,0,0,0,0,2.35
Turkmenistan,TKM,2014,0.003,0,6.318,0,0,0,0,3.472
Turkmenistan,TKM,2015,0.005,0,54.233,0,0,0,0,0.546
Turkmenistan,TKM,2016,0.004,0,-2.713,0,0,0,0,-0.573
Turkmenistan,TKM,2017,0,0,-3.561,0,0,0,0,0.123
Turkmenistan,TKM,2018,0,0,36.335,0,0,0,0,2.635
Turkmenistan,TKM,2019,0,0,31.403,0,0,0,0,5.552
Ukraine,UKR,1986,0,-7.129,47.051,0,-29.438,-0.16,0,2.606
Ukraine,UKR,1987,0,-8.911,19.425,0,21.434,-2.946,0,30.266
Ukraine,UKR,1988,0,-55.247,54.74,0,59.932,6.494,0,-64.763
Ukraine,UKR,1989,0,-80.791,10.59,0,-15.235,-5.009,0,-32.198
Ukraine,UKR,1990,0,130.098,227.953,0,26.841,1.069,0,58.924
Ukraine,UKR,1991,0,-108.541,-60.206,0,-2.911,3.322,0,-66.871
Ukraine,UKR,1992,0,-13.418,-169.517,0,-3.836,-10.631,0,-180.321
Ukraine,UKR,1993,0,-92.28,-100.641,0,4.147,8.767,0,-212.175
Ukraine,UKR,1994,0,-151.751,-109.471,0,-17.764,2.997,0,-58.839
Ukraine,UKR,1995,0,-6.819,-48.56,0,4.653,-6.014,0,-9.807
Ukraine,UKR,1996,0,-146.82,115.349,0,25.15,-3.669,0,-55.676
Ukraine,UKR,1997,0,-10.877,-83.284,0,-0.4,3.4,0,-4.365
Ukraine,UKR,1998,0,10.806,-55.838,0,-11.65,16.342,0.008,5.606
Ukraine,UKR,1999,0,-4.851,43.535,0,-8.817,-3.931,0,-18.434
Ukraine,UKR,2000,0,6.899,0.946,0,14.656,-8.472,0.008,-8.824
Ukraine,UKR,2001,0,-11.83,-22.714,0,-4.629,1.889,0.027,16.341
Ukraine,UKR,2002,0,2.747,-11.357,0,3.637,-6.809,0.016,-1.863
Ukraine,UKR,2003,0,12.161,14.196,0,7.936,-1.229,0.024,4.594
Ukraine,UKR,2004,0,-22.509,-5.678,0,13.79,6.648,0.005,9.151
Ukraine,UKR,2005,0,4.915,5.678,0,3.173,1.439,0.013,-8.346
Ukraine,UKR,2006,0,32.624,-21.767,0,2.425,1.189,-0.009,7.248
Ukraine,UKR,2007,0,29.712,-39.749,0.746,4.647,-7.501,0.026,2.548
Ukraine,UKR,2008,0,-9.99,-33.124,-0.05,-8.657,3.446,-0.001,-3.188
Ukraine,UKR,2009,0,-68.943,-138.384,-0.332,-19.61,0.925,-0.006,-8.522
Ukraine,UKR,2010,0,27.691,56.52,0.126,14.904,2.978,0.018,-10.283
Ukraine,UKR,2011,0.078,37.67,15.663,-0.143,1.422,-5.931,0.102,5.737
Ukraine,UKR,2012,0.78,14.282,-42.882,-0.002,-1.702,-1.37,0.51,-6.391
Ukraine,UKR,2013,0.601,-15.014,-41.396,-0.087,-19.137,8.353,0.893,-8.308
Ukraine,UKR,2014,-0.368,-68.047,-73.82,0.072,11.907,-13.767,1.241,-20.602
Ukraine,UKR,2015,0.114,-95.738,-83.284,0.036,-3.266,-7.925,-0.133,-14.766
Ukraine,UKR,2016,0.029,59.383,-5.678,-0.025,-18.104,5.652,-0.345,6.593
Ukraine,UKR,2017,0.57,-77.84,-12.303,0.183,10.368,3.066,0.06,2.035
Ukraine,UKR,2018,0.948,21.277,3.786,0.022,-4.179,3.548,0.495,-1.929
Ukraine,UKR,2019,4.455,-14.379,-23.66,0.05,-4.229,-8.996,1.714,6.948
United Arab Emirates,ARE,1966,0,0,0,0,0,0,0,0.058
United Arab Emirates,ARE,1967,0,0,4.427,0,0,0,0,0.068
United Arab Emirates,ARE,1968,0,0,1.424,0,0,0,0,0.114
United Arab Emirates,ARE,1969,0,0,-0.098,0,0,0,0,0.122
United Arab Emirates,ARE,1970,0,0,2.438,0,0,0,0,0.199
United Arab Emirates,ARE,1971,0,0,4.778,0,0,0,0,0.255
United Arab Emirates,ARE,1972,0,0,0.488,0,0,0,0,0.525
United Arab Emirates,ARE,1973,0,0,3.413,0,0,0,0,1.23
United Arab Emirates,ARE,1974,0,0,0.683,0,0,0,0,1.32
United Arab Emirates,ARE,1975,0,0,-1.365,0,0,0,0,2.929
United Arab Emirates,ARE,1976,0,0,2.73,0,0,0,0,3.601
United Arab Emirates,ARE,1977,0,0,14.04,0,0,0,0,5.401
United Arab Emirates,ARE,1978,0,0,6.143,0,0,0,0,1.537
United Arab Emirates,ARE,1979,0,0,3.413,0,0,0,0,6.647
United Arab Emirates,ARE,1980,0,0,5.46,0,0,0,0,35.449
United Arab Emirates,ARE,1981,0,0,12.578,0,0,0,0,5.686
United Arab Emirates,ARE,1982,0,0,3.023,0,0,0,0,7.305
United Arab Emirates,ARE,1983,0,0,-5.558,0,0,0,0,0.375
United Arab Emirates,ARE,1984,0,0,21.743,0,0,0,0,10.669
United Arab Emirates,ARE,1985,0,0,18.915,0,0,0,0,20.417
United Arab Emirates,ARE,1986,0,0,21.158,0,0,0,0,21.82
United Arab Emirates,ARE,1987,0,0,16.868,0,0,0,0,11.778
United Arab Emirates,ARE,1988,0,0,1.56,0,0,0,0,27.201
United Arab Emirates,ARE,1989,0,0,30.128,0,0,0,0,8.177
United Arab Emirates,ARE,1990,0,0,-3.51,0,0,0,0,8.409
United Arab Emirates,ARE,1991,0,0,33.638,0,0,0,0,42.325
United Arab Emirates,ARE,1992,0,0,-15.698,0,0,0,0,1.578
United Arab Emirates,ARE,1993,0,0,8.678,0,0,0,0,8.053
United Arab Emirates,ARE,1994,0,0,29.933,0,0,0,0,11.45
United Arab Emirates,ARE,1995,0,0,20.28,0,0,0,0,0.029
United Arab Emirates,ARE,1996,0,0,23.01,0,0,0,0,-8.037
United Arab Emirates,ARE,1997,0,0,18.038,0,0,0,0,4.066
United Arab Emirates,ARE,1998,0,0,13.553,0,0,0,0,-1.197
United Arab Emirates,ARE,1999,0,0,10.043,0,0,0,0,-5.688
United Arab Emirates,ARE,2000,0,0,0.098,0,0,0,0,-2.295
United Arab Emirates,ARE,2001,0,0.215,8.288,0,0,0,0,-2.553
